smiles,confidence_score
Cc1ccc2[nH]c(C(=O)[O-])c(CN3CCC[NH+](Cc4ccncc4)CC3)c2c1,38.36537
CN(C)C(=O)CN(C)c1nc2cc(N)ccc2o1,38.350388
C[C@@H]1CN(Cc2ccon2)C[C@H](C(N)=O)O1,38.342354
Cc1nc2sc([C@@H](c3cccc(Cl)c3)[NH+]3CCC(C(N)=O)CC3)c(O)n2n1,38.325996
CCN(CC(=O)NC)C(=O)c1ccncc1/C=C/C(=O)[O-],38.32208
Cc1noc(C)c1S(=O)(=O)NCCn1nc(-n2ccnc2)ccc1=O,38.321236
O=C(NCCCn1cnc2ccccc21)C(=O)Nc1ccc(-n2cncn2)cc1,38.31778
C[C@H](NC(=O)[C@@H]1CC(=O)N(c2ccc3c(c2)OCCO3)C1)C(=O)N1CCC(C(=O)[O-])CC1,38.302715
NC(=O)c1cccc(C[C@@H]2CC[NH+](Cc3ccc(-n4ccnc4)cc3)C2)c1,38.284058
Cc1cc(CN2CCN(C(=O)NC[C@@H](C)C[NH+]3CCN(C)CC3)CC2)no1,38.26746
C[C@@H](c1cnccn1)[NH+]1CC(CO)C1,38.243977
CCOC(=O)C1=C(C)[C@@H](C(=O)N2CCN3C(=O)CNC(=O)[C@H]3C2)C(C)=N1,38.23515
CC(C)(O)C#Cc1ccc(CN2CCc3nncn3CC2)cc1,38.222656
Nc1ccc(NC(=O)CCSC[C@@H](O)CO)cc1,38.211075
C[C@H](N[C@@H]1N=NC(=O)NC1=O)C(=O)N/N=C/c1ccc(Cl)cc1Cl,38.20214
C=CC[NH+](CC(=O)[O-])Cc1ccnc(C#N)c1,38.201057
CC(=O)c1ccc(NC(=O)Cn2nc(-c3ccco3)ccc2=O)cc1,38.187717
O=C(NCCNC(=O)[C@H]1CC(=O)N(c2cccc(C(F)(F)F)c2)C1)c1cccnc1,38.177967
CN(Cc1nc(Cc2ccccc2Cl)no1)[C@@H]1CS(=O)(=O)C[C@H]1O,38.165955
Cc1csc([C@H](C)Nc2cc(C)c(N)c(C(=O)[O-])c2)n1,38.15818
Cc1noc(C)c1[C@H](C)NC(=O)/C=C/c1ccc(I)o1,38.15129
CCCNc1ncnc2c1cnn2CCNC(=O)C1CC1,38.114998
CC(=O)N(Cc1noc(C)n1)[C@@H]1CC[NH+](Cc2ccn(C)c(=O)c2)C1,38.107048
COCC(=O)N1CCN2C(=O)c3cc(-c4cccs4)ccc3NC(=O)[C@H]2C1,38.1
NC(=O)C1CCN(CCC[NH2+]Cc2ccc3ccccc3c2)CC1,38.091393
CCOC(=O)Cc1[nH]nc2c1[C@H](c1ccoc1)C(C#N)=C(N)O2,38.088104
Cc1ccc2ncc(C(=O)Nc3cccc(CN4C(=O)CNC4=O)c3)n2c1,38.05394
NC(=O)C1CC[NH+](Cc2ccc(OC(F)(F)F)cc2)CC1,38.042957
CCc1cc2c(=O)c(-c3ccc4c(c3)OCO4)c(C)oc2cc1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,38.006752
N/C(=N\OC(=O)COc1ccc(Cl)cc1Cl)c1c(Cl)cccc1Cl,37.99134
Cc1ccc(OCCOc2ccc(/C=C3/C(=N)N4C=CSC4=NC3=O)cc2Cl)cc1,37.990074
CNC(=O)N1CCN(Cc2nc3sc(C)c(C)c3c(=O)[nH]2)CC1,37.959694
CC1(C)O[C@@H]2[C@H](CO)O[C@H](n3cnc4c(=S)[nH]cnc43)[C@@H]2O1,37.95556
CCNC(=O)C1CN(C(=O)C(=O)Nc2ccc3[nH]c(C(F)F)nc3c2)C1,37.95379
NS(=O)(=O)c1ccc(CCNC(=O)[C@@H]2CC(=O)N(C3CCOCC3)C2)cc1,37.94655
Cc1ccc(C(=O)NCc2cc(-c3ccccn3)n(C)n2)cc1[N+](=O)[O-],37.924828
C/C(=N/Nc1nc(C)cc(=O)[nH]1)c1ccc(-n2ccnc2)cc1,37.91926
CCCCN(C)C(=O)C1CC[NH+](Cc2cn(C)nc2C)CC1,37.91208
Cc1nc(CN2CCN(C(=O)c3c(O)cccc3O)CC2)n[nH]1,37.88466
CCNC(=O)N[C@@H]1CN(Cc2ccncc2Cl)C[C@@H]1OC,37.8646
Cc1noc(/C=C/N(C)C)c1S(=O)(=O)N1CCC[C@@H](C(=O)NCc2ccccn2)C1,37.850716
Cc1cc(C(=O)N2CCN(Cc3ccncc3Cl)CC2)c(C)o1,37.848515
CCCN1C(=O)/C(=C\c2ccc(OC)c(OC)c2C(=O)[O-])S/C1=N\c1nccs1,37.83741
O=C(NCc1ccccn1)[C@H]1CCCN(c2ncnc3[nH]cnc23)C1,37.82569
C=CC[NH+](CC(=O)[O-])Cc1ccc([N+](=O)[O-])o1,37.816444
O=C1CNC(=O)N1CCSCc1nc(-c2ccco2)no1,37.804493
CC/C=C(/C)C(=O)N1CSC[C@H]1C(=O)NCCc1ncc(CC)s1,37.80317
CC1=C(c2ccccc2)[C@H]1C(=O)N1CCN(CCn2cncn2)CC1,37.797764
O=C(NCCN1CCS(=O)(=O)CC1)[C@H]1CCCN(c2ncccc2C(F)(F)F)C1,37.79705
COC(=O)c1ccc(/N=C/c2sccc2C)cc1,37.79493
C[C@]12CC[C@H]3[C@H](CC[C@@]4(O)C[C@@H](O)CC[C@]34CO)[C@@]13CC[C@@H]2[C@@H]1CC(=O)O[C@@H]1O3,37.765545
Cc1ccc2ncc(CN3CCN(c4ncnc5ccsc45)CC3)n2c1,37.752136
CC(=O)C1=C(C)C(c2csc(CN3C(=O)CNC3=O)n2)=N[C@H]1C,37.745014
Cc1n[nH]c(C)c1CN1CCC([NH+]2CCC[C@@H](C(=O)NC3CC3)C2)CC1,37.744736
Cc1cc(I)cnc1NC(=O)c1ccoc1,37.74248
O=C(c1ccoc1)N1CCN(Cc2nnc(-c3ccccc3F)o2)CC1,37.72487
Cc1nn(C)cc1CN1CCN(C(=O)Cn2ccc(C(=O)[O-])n2)CC1,37.715363
O=C(CN1C(=O)CNC1=O)N[C@H]1CN(Cc2[nH]cc[nH+]2)C[C@@H]1C1CC1,37.698814
Cc1n[nH]c(C)c1C[C@@H](C)C(=O)Nc1ccc(-c2ncon2)cc1,37.697655
Nc1ccc(=O)n(CCCN2CCN3C(=O)NC[C@@H]3C2)c1,37.68933
COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)c(CN2CCOCC2)c1,37.685257
Cc1nc(C(=O)NCC[NH+]2CCCC2)n[nH]1,37.659424
O=C(/C=C/c1ccco1)NCCCCn1cnnc1,37.63993
OC[C@@H](O)[C@@H](O)/C=N/N(Cc1ccccc1)c1ccccc1,37.639694
Nc1ccc2[nH]c(N[C@@H]3C=CS(=O)(=O)C3)[nH+]c2c1,37.630684
Cc1ccc(N2C[C@H](C(=O)NCC[NH+]3CCC(c4cccs4)CC3)CC2=O)cc1,37.63057
CC(/C=C/c1ccccc1)=N\NC(=O)c1cccnc1,37.62117
CNC(=O)NC(=O)CSc1cc(-c2ccccc2)c2c(OC)cc(OC)cc2n1,37.615208
C=CCNC(=O)CN1CCN(c2ccc(OC)cc2)CC1,37.610874
C/C=C(\C)C[NH+]1C[C@@H]2C(C(=O)NCc3cn4cc(C)sc4n3)[C@@H]2C1,37.60595
Cn1c(C[NH+]2CCCCC2)nnc1[C@@H]1CCCN(c2cc(N)nc(N)n2)C1,37.595253
O=C1CNC(=O)N1CCCn1nnc(-c2ccc(Br)cc2)n1,37.59321
Cc1n[nH]c2c1[C@@H](c1cccs1)C1=C(COC1=O)N2,37.580467
Cc1nc(CN(C)[C@@H]2CS(=O)(=O)C[C@H]2O)co1,37.57038
CCc1ccc2oc(=O)cc(C[NH+]3CCN(Cc4cc(C=O)ccc4OC)CC3)c2c1,37.567062
CCC[NH2+]Cc1c(C)nn(C)c1N1CCC[C@@H]1C(N)=O,37.564575
O=C(/C=C/c1ccco1)Nc1ccc(N2CC[NH+](Cc3ccccc3F)CC2)cc1,37.55091
CC1=C[C@@H](C(=O)N/N=C(\C)c2ccc3ccccc3c2O)N=N1,37.539627
CN(CC(N)=O)C(=O)C[C@@H]1COc2ccc(C(=O)N3CCOCC3)cc2N1C,37.53531
NS(=O)(=O)c1ccc(-c2ccc(/C=N\NC(=O)Cn3cnc4ccccc43)o2)cc1,37.53231
O=C([O-])c1cc(/N=C/c2ccc(N3CCCC3)c(F)c2)ccc1O,37.526524
CC(C)(CNC(=O)N1CCN(Cc2ccncc2)CC1)[NH+]1CCCCC1,37.5194
CNC(=O)Cc1ccc(NC(=O)C2CCN(C(=O)c3ccoc3)CC2)cc1,37.516994
O=Cc1cn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c2ccccc12,37.51231
Cc1cc(=O)[nH]c(-c2ccc(NCCOc3cccnc3)nc2)n1,37.50855
NC(=O)C1CCN(C(=O)NC[C@@H]2CCC[NH+](Cc3ccccc3)C2)CC1,37.488365
O=C1N[C@H](C(=O)NCc2ccc(C[NH+]3CCCCCCC3)cc2)CS1,37.460144
Cc1nc(CN2CCN(C(=O)c3cc(-c4cccnc4)on3)CC2)cs1,37.458733
COC(=O)c1cc(C[NH+](C)[C@H](C)CN2CCOCC2)oc1C,37.454155
CCC[NH2+][C@H]1COC[C@H]1C(=O)NCc1sccc1CC,37.438484
O=c1cc(-c2cscn2)oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)ccc12,37.436478
CCCn1nc(C(=O)NC2CC[NH+](CC(N)=O)CC2)ccc1=O,37.43171
O=C(NNC(=O)[C@H]1CC=CCC1)c1ccc2ccccc2n1,37.4096
C[C@H]1CCN(C(=O)C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)C[C@H](C)C1,37.40099
COc1c(C[NH2+]CCCn2cnc3ccccc32)c(C)nn1C,37.38996
Cc1ncc(C(=O)NC[C@H]2CC[NH+](Cc3cc(C)[nH]n3)C2)c(C)n1,37.384506
CN(C)/C=N/c1nc(O)c2ncn([C@H]3C[C@H](O)[C@H](CO)O3)c2n1,37.378838
C[C@H](CN1CCOCC1)[NH+]1CC=C(c2ccc(O)cc2)CC1,37.375435
N#CC(=N)[C@@H](C#N)/N=C/c1c(O)cc(I)cc1I,37.36493
COc1ccc(N/C([O-])=C(\C#N)C(=O)c2ccoc2)cc1,37.350105
CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,37.331764
NC(=O)C1CCN(C(=O)CN2CC[NH+](Cc3cccnc3)CC2)CC1,37.330322
COc1ccc(C(=O)CCC(=O)N2CCC3=c4ccccc4=[NH+][C@@H]3[C@H]2c2ccccn2)cc1,37.328545
CCS(=O)(=O)c1ccc2oc(=O)c(CC(=O)c3ccc(C)cc3)nc2c1,37.327538
CNC(=O)c1cccc(C[NH2+][C@@H]2CCSc3c(Cl)cccc32)c1,37.3267
COc1ccc(/C=C2\Oc3c(ccc(OCC(N)=O)c3C)C2=O)cc1OC,37.290558
Cc1n[nH]c(C(=O)N[C@H](C)CN2CCOCC2)n1,37.286537
O=C(NCCn1nc(-c2cccs2)ccc1=O)c1ccc(I)cc1,37.277206
Cc1onc(-c2ccccc2)c1-c1nnc(CN2Cc3ccccc3C[C@H]2C(N)=O)o1,37.274895
O=C1N=C([N-]c2ccc(C(=O)[O-])c(O)c2)S/C1=C\c1ccncc1,37.274696
O=C(NCCc1ncn[nH]1)N1CCOCC1,37.26017
C[C@H]1Oc2ccc(NC(=O)CCNC(=O)Nc3ccccc3)cc2NC1=O,37.2597
N/C(=N/O)c1ccc(SC[C@H](O)CO)nc1,37.23329
CCc1onc(C)c1NC(=O)/C=C/c1ccc(OCc2ccccn2)cc1,37.217514
C=CCNC(=O)C(=O)N/N=C(\C)CCc1ccccc1,37.196465
CCCCn1nccc1NC(=O)CSc1nc(C)n[nH]1,37.19483
O=C([O-])c1cc(N/N=C/C2=c3ccccc3=[NH+]C2)ccc1Cl,37.192886
O=Cc1ccc(C(=O)NCc2ccc(NC(=O)c3cccnc3)cc2)cc1,37.17253
Cn1c(-c2ccccn2)nn(CCNC(=O)[C@@H]2CC(=O)N(c3cccc(F)c3)C2)c1=O,37.169838
O=C(NCc1ccccn1)c1cnc(-c2cccnc2)nc1[O-],37.16587
CCCCCNC(=O)C1CC[NH+](CC=C(C)C)CC1,37.165825
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@H](O)C[C@]3(C)[C@]2(C(=O)[O-])O1,37.139732
CCN(Cc1ccc(C(=O)N(C)C)cc1)Cc1cnc2ccc(C)cn12,37.13129
Cc1nc(CNC(=O)c2cccc3c2O[C@H](C)C(=O)N3)c(C)s1,37.13057
OC[C@@H]1O[C@@H](O[C@]2(CCl)O[C@H](CCl)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,37.10321
Cc1ccc(NC(=O)N(CCN2CCOCC2)[C@@H]2CCS(=O)(=O)C2)cc1,37.09957
COCCN1C[C@H](C(=O)NCc2ccccn2)CC1=O,37.096436
CC(=O)c1ccc(N2CCN(Cc3oc(CO)cc(=O)c3[O-])CC2)cc1,37.08908
O=C(C1=C([O-])C(=O)N(CCCN2CCOCC2)[C@@H]1c1cccs1)c1ccc2c(c1)OCCO2,37.088432
CCCCc1cc(=O)oc2c(C)c(OCC(N)=O)ccc12,37.074955
COc1ccc(/C=C2/C(=O)N(c3ccccc3)C(=O)N=C2[O-])cc1C(=O)[O-],37.072662
O=C(NCCC1[NH+]=c2ccccc2=[NH+]1)[C@H]1C[C@H](C2CC2)N([C@@H]2CCS(=O)(=O)C2)N1,37.056007
Cc1ccn(CCNC(=O)c2nc3ccc(F)cc3[nH]2)n1,37.055305
CCCN1C(=O)/C(=C\c2ccc(C(=O)[O-])cc2)S/C1=N\c1nnc(C)s1,37.03829
Cc1noc(C)c1CCCNC(=O)/C=C/c1ccc(N2CCOCC2)cc1,37.03091
CCCOc1ccc(/C=C/C(=O)N2CCNC(=O)C2)cc1OC,37.0295
Cc1ccc2cc(C[NH2+]CCCN3CCOCC3)c(=O)[nH]c2c1,37.022915
O=C1NC(=S)N(c2ccccc2)C(=O)[C@H]1/C=N/c1ccc(O)cc1,37.01242
Cc1nc2cc(NC(=O)C(=O)NCCCN3CCOCC3)ccc2o1,37.010662
CC1=NC2=C(C(=O)CCC2)[C@H](c2cccnc2)C1C(=O)OCCc1ccccc1,36.999268
C[C@H]1Oc2ccc(NC(=O)Cc3csc(-n4cccc4)n3)cc2NC1=O,36.992455
CCCOc1ccc(N2C(=O)C[C@H](N3CCC[C@H](C(N)=O)C3)C2=O)cc1,36.985764
CC(C)CCO[C@H]1CCN(C(=O)N[C@@H]2CCN(c3cnn(C)c3)C2=O)C1,36.981937
CCOC(=O)N1CCN(Cc2c(O)ccc3c2O/C(=C/c2c(Cl)cccc2Cl)C3=O)CC1,36.9631
O=C1C=C/C(=C\[NH2+]Cc2ccc(C(=O)[O-])cc2)C=C1[N+](=O)[O-],36.95826
CCN(C[C@H](C)C#N)C(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)O2,36.947014
CCN(C[C@@H](C)C#N)C(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)O2,36.947014
CS(=O)(=O)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO,36.931755
COc1cc(/C=C(\C#N)[C@H]2N=C(CS[C@@H]3[NH+]=c4ccc([N+](=O)[O-])cc4=[NH+]3)CS2)ccc1O,36.926567
[O-]c1nncc(N/N=C/C2=c3ccccc3=[NH+]C2)n1,36.894882
CC(C)(C)OCc1ccc(NC(=O)C2CCC(C(N)=O)CC2)cc1,36.887054
O=C(/C=C/c1ccco1)OCCN1CCOCC1,36.87372
CNC(=O)Nc1cc(-c2ccc(Br)cc2)nn1CCO,36.868206
O=C(C[C@@H]1SC(CC(=O)N2CCOCC2)=NC1=O)Nc1ccc(Oc2ccccc2)cc1,36.85589
Cc1sc2ncn(C[C@@H](O)CN3CCOCC3)c(=O)c2c1C,36.8459
Cc1nc(-c2cccs2)sc1-c1ccc(=O)n(CCNC(=O)/C=C/c2ccc(F)cc2)n1,36.84325
CCCCC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)O2,36.83167
CCCCC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)O2,36.83167
C[C@H]1CCN(C(=O)CCNC(=O)/C=C/c2ccco2)C[C@@H]1O,36.83017
C[C@H]1CN(C[C@H](O)CN2CCN(C(=O)c3ccncc3)CC2)C[C@@H](C)O1,36.809357
O=C(NCc1ccccn1)C1CC[NH+](C[C@H]2CC=CCC2)CC1,36.78428
Cc1nc(C[NH+]2CCN(Cc3c[nH]nc3C)CC2)no1,36.780907
Cc1nc(C2CC[NH+](Cc3cc(C)c(C)cc3O)CC2)n[nH]1,36.778465
Cc1nc(C)c(CN[C@H](C)C(=O)N2CCOCC2)s1,36.751675
Cc1cc(C)n(-c2ccc(=O)n(CCNC(=O)[C@@H]3CC(=O)N(c4ccccc4)C3)n2)n1,36.729115
NC(=O)[C@@H]1CCC[C@H](NC(=O)Nc2ccc3[nH]c(C(F)F)nc3c2)C1,36.72323
O=C(Nc1c[nH]nc1-c1ccccn1)N1CC[C@H](CO)C1,36.714718
O=C(/C=C/c1cccs1)OCc1ccc(-n2ccnc2)nc1,36.705627
CN(C)c1ncnc(N2CCN(CCO)CC2)c1[N+](=O)[O-],36.677864
Nc1cc(Cl)ccc1NC(=O)CSC[C@H](O)CO,36.67738
C[C@@H](N[C@H]1N=NC(=O)NC1=O)C(=O)N/N=C/[C@@H]1CC=CCC1,36.67649
COc1cc(/C=N\Nc2nc(C)cc(C)[nH+]2)ccc1OCC(N)=O,36.676384
NC(=S)N/N=C/c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,36.666306
Cc1cncc(C(=O)OCCc2c(C)n[nH]c2C)c1,36.6644
O=C(N/N=C/c1ccc2ccccc2n1)c1ccccc1O,36.65677
Cc1cc(F)c(N)cc1S(=O)(=O)NCCc1ncn[nH]1,36.649876
CNC(=O)CCNc1nc(Cl)ncc1Cl,36.647926
Cc1nnc(/N=C(\[O-])C[NH+]2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)s1,36.64723
CCCOC(=O)CCNC(=O)[C@@H]1SCCc2sccc21,36.642097
CCNC(=O)C(=O)N/N=C/c1cc(OC)c(OC)c(OC)c1,36.640358
N#C/C(N)=C(C#N)\N=C\c1ccco1,36.633347
NC(=S)N/N=C/c1ccc(Br)c([N+](=O)[O-])c1,36.63198
CN(C)C(=O)c1ccc2c(c1)N(C)[C@@H](CC(=O)NCc1ccno1)CO2,36.60759
Cc1nc(N2CCN(C(=O)c3ccc(S(N)(=O)=O)cc3)CC2)cc(-n2cccc2)n1,36.59903
CCOC(=O)C1CCN(C(=O)c2snc3c(=O)n(C)c([O-])nc23)CC1,36.59172
Cc1cc(C(=O)N/N=C/c2ccc(OC(=O)/C=C\c3ccco3)cc2)[nH]n1,36.576706
O=C([O-])c1cccnc1C[NH+]1CCC[C@H]1c1ccccn1,36.563984
C=CCn1c(-c2ccco2)nn(CN2CCN(c3ccccc3)CC2)c1=S,36.553314
CO/N=C/c1ccc(C(=O)N2CCN(Cc3cc(C)on3)CC2)cc1,36.55103
CN1CC[C@H](Nc2ccc(C(=O)c3nccn3C)cc2[N+](=O)[O-])C1=O,36.54214
O=C([O-])c1cccc(/C=N/NC(=S)Nc2ccccc2)c1O,36.53695
CCN1CCN(C(=O)[C@H](C)Sc2nc3ccc(C)cc3[nH]2)CC1,36.51949
CC(C)(C)c1cnc(C[NH+]2CCCN(C(=O)c3ccc(-n4cnnn4)cc3)CC2)o1,36.514114
Cc1nc(CN2CCN(C(=O)NCCCC3CCCC3)CC2)cs1,36.50187
O=c1[nH]c(-c2cccnc2)nc2c1C[NH+](Cc1ccc(Sc3ncn[nH]3)o1)CC2,36.488323
CC[NH+]1CCN(c2ccc(/N=C\c3cc(OC)ccc3O)cc2)CC1,36.484043
C/C=C/C(=O)NCCc1ccncc1,36.478848
O=C(/C=C/c1ccc(-n2ccnc2)cc1)N1CCN(c2cc[nH+]cc2)CC1,36.4738
O=S1(=O)C=C[C@H](NC(=S)N(CCO)[C@@H]2CCS(=O)(=O)C2)C1,36.463806
Cc1cccc(C(=O)NCCn2nc(-c3cccnc3)ccc2=O)c1,36.441227
O=C(Cc1cccs1)NN/C=C1\C=CC(=O)C(O)=C1,36.437866
C=CCNC(=O)C(=O)NCC[NH+]1CCN(c2ccc(F)cc2)CC1,36.43181
Cc1c(C)c2cc(Cl)c(OCC(=O)NCc3ccccn3)cc2oc1=O,36.420464
O=c1[nH]c(NCCN2CCOCC2)nc2nccc(-c3ccc([N+](=O)[O-])cc3)c12,36.416367
Cc1ccc2ncc(C(=O)Nc3ccc(N4C[C@@H](C)O[C@H](C)C4)cc3)n2c1,36.411545
[O-]C1=NC(=S)S/C1=C\c1ccc(O)c(I)c1,36.39911
CN(Cc1n[nH]c2c1CCCC2)C(=O)C[C@@H]1C(=O)NCC[NH+]1Cc1ccoc1,36.376568
O=C(NCCn1nc(-c2cccs2)ccc1=O)c1ccc(Cl)c([N+](=O)[O-])c1,36.371952
CS[C@@H](CNC(=O)CSc1nc(C)n[nH]1)c1cccc(Cl)c1,36.36673
O=C1CCN(C(=O)NCCCCC2CCCC2)CCN1,36.341415
C=CCNC(=O)CN1CCN(C[C@H](O)c2cccs2)CC1,36.33972
CCCCOc1ccc(C(=O)N/N=C/C2=c3ccccc3=[NH+]C2)cc1,36.33554
O=C(C[C@@H]1Sc2ccccc2NC1=O)NC[C@H](c1ccco1)[NH+]1CCCCC1,36.332985
Nc1ccc(=O)n(CCC[NH+]2CCCC[C@H]2CCO)c1,36.32824
COCCNC(=O)N1CCN(Cc2nc3cc(Cl)ccc3o2)CC1,36.321415
Cc1ccc(N2CCCN(Cc3ccc(C(=O)N(C)C)[nH]3)CC2)nn1,36.314224
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,36.313156
COc1cc2oc(=O)c(CC(=O)N3CCN(CCO)CC3)c(C)c2cc1Cl,36.311974
O=C(CN1CCOCC1)NN1CC(=O)N(c2ccc(Cl)cc2)CC1=O,36.286575
Cc1ccc(/N=C/c2cc(C)n(-c3ccc(C(=O)[O-])c(Cl)c3)c2C)cc1,36.285423
O=C(Nc1ccc(Oc2cccnc2)cc1)[C@@H]1CCCC[NH+]1Cc1ccc2c(c1)CCO2,36.27902
O=C(c1ccccc1)[C@H]1C(/C=C/c2ccccc2)=NO[C@]12C(=O)Nc1ccccc12,36.24267
C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@@H]2[C@H](O)C[C@]2(C)/C(=C/CO)CC[C@@H]12,36.214577
Cc1ccc(CC(=O)N[C@@H]2CCN(c3cnn(C)c3)C2=O)cc1O,36.212643
CC(C)[NH+]1CC[C@H](CNc2nc(Cl)ncc2Cl)C1,36.20314
COc1ccc(-c2ccc(=O)n(C/C([O-])=N/c3nnc([C@H]4CCCO4)s3)n2)c(F)c1,36.19891
C=CCNC(=O)C[C@@H]1C(=O)NCC[NH+]1Cc1ccc(-c2ccccc2)cc1,36.19651
COc1ccc(C(=O)/C=c2\[nH]c(=O)/c(=C\c3ccc4ccccc4c3)s2)cc1,36.186657
CCn1cnnc1CNC(=O)/C=C/c1ccc([C@@H]2C[C@@H]2C)o1,36.178955
O=C([O-])c1ccc(/C=C/c2ccc3cccc(O)c3n2)cc1,36.17183
O[C@H](CN1CCOCC1)Cn1cnc2ccccc21,36.17096
Cc1cc(C(=O)CN2CCC(NC(=O)c3cnn(C)c3)CC2)c(C)[nH]1,36.158794
Cc1nc(CNC(=O)NCc2ccc(N3CC[NH+](CC4CC4)CC3)cc2)no1,36.146576
O=C(Cc1ccc2c(c1)CCO2)Nc1ccc(-n2cncn2)nc1,36.145355
Cc1csc([C@H](C)NC(=O)C2CCN(C(=O)c3cnoc3C)CC2)n1,36.138046
COCCCNC(=O)[C@H]1CCCN(c2ccc3nncn3n2)C1,36.126778
C/[NH+]=C(/NCCN1C(=O)CNC1=O)NCc1ncc(C)s1,36.12233
NC(=O)C1CC[NH+](CC[C@H]2CN(C(=O)c3ccccc3)CC[C@H]2CC(=O)[O-])CC1,36.111324
COc1ccc(C[NH+]2CC[C@@H](NC(=O)c3cccnc3)[C@H](O)C2)cc1Cl,36.097923
Nc1c(C(=O)CSc2nnc(-c3cccnc3)n2C2CC2)c(=O)[nH]c(=O)n1C1CC1,36.089195
CCCCNC(=O)[C@@H]1CC(=O)N(c2ccc(SC)cc2)C1,36.088757
Cc1ccn(CC/N=c2\c(O)c(O)c2=[N+]2CCN(C)CC2)n1,36.086746
Cc1ccc(NC(=O)[C@H]2CCCN(c3ccc(-n4ccnc4)nn3)C2)cc1,36.058037
O=C(NCC[C@H](O)c1ccco1)C(=O)Nc1cc2c3c(c1)CC(=O)N3CCC2,36.055172
Cc1ccc(C(=O)C2=C([O-])C(=O)N(CCCN3CCOCC3)[C@@H]2c2cccs2)cc1,36.051155
CC(=O)c1ccc(N2CCN(Cc3ccccc3[N+](=O)[O-])CC2)cc1,36.038086
O=S(=O)(CCO)NCc1ccccn1,36.025063
COCCNc1cc(N)c([N+](=O)[O-])cc1[N+](=O)[O-],36.02466
CCC[C@H]1C[C@@H]1NC(=O)COc1ccc(C=O)cc1Br,36.01455
Cc1nc(-c2cccc(C[NH2+][C@@H]3CCCc4c3cnn4C)c2)n[nH]1,35.986343
Cc1ccc(C(=O)O/N=C(\N)c2cccnc2)cc1,35.985924
COC(=O)C(=O)/C=C(\[O-])c1ccc(C)o1,35.969162
CC(C)=CCOc1cccc(C(=O)Nc2nccn(C)c2=O)c1,35.948006
O=Cc1ccn2c(I)cnc2c1,35.94619
Cn1c(-c2ccco2)nn(C[NH+](C)CCc2ccccc2)c1=S,35.944458
CO/N=C/c1ccc(C(=O)N[C@@H](C)c2nc(C)cs2)cc1,35.93871
CCOC(=O)C1CCN(C(=O)Cn2cnc3nc(N4CC[NH+](CC)CC4)sc3c2=O)CC1,35.927803
O=Cc1ccc(OCc2ccon2)c([N+](=O)[O-])c1,35.916
Cc1nn(C)cc1CN1CCN(C(=O)CC(F)(F)F)CC1,35.89631
COc1ccc(C[NH+]2CCNC(=O)[C@H]2CC(=O)NCc2ccoc2)c(F)c1,35.877422
c1coc(-c2nnc(CSc3cnccn3)o2)c1,35.864532
COc1cc(/C=N/N=C2\NC(=O)[C@@H](CC(=O)[O-])S2)cc(I)c1OC,35.861534
COc1ccc(/C=C(\C(=O)c2cccs2)N2C=CC=CC2=C(C#N)C#N)cc1OC,35.854263
Cc1[nH]nc2cc(Cl)nc([O-])c12,35.84938
Cc1nn(-c2ccc(Cl)cc2)c(O)c1/C=C1\C(=O)NC(=S)N[C@H]1O,35.84622
CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)Nc1ccc(N2CC[NH+](Cc3ccccc3)CC2)cc1,35.838272
C[N+](C)(C)c1ccc(/C=C/C(=O)c2ccccc2OCc2ccccc2)cc1,35.838257
Cn1ncnc1NC(=O)N[C@@H]1CCN(c2ccc(Cl)c(F)c2)C1=O,35.82111
N/C(=N\O)c1ccc(Oc2ccc(N3C(=O)[C@H]4[C@H]5C=C[C@H](C5)[C@H]4C3=O)cc2)cc1,35.813282
[NH2+]=c1cc2n(cn1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O2,35.809746
Cc1cc(NC(=O)/C=C/c2ccco2)cc(C(=O)[O-])c1O,35.807404
